TeamNames,Year,Seed,Sweet Sixteen,Placement,ADJOE,ADJDE,efg%,efgd%,tor,tord,orb,drb,ftr,ftrd,2p%,2pd%,3p%,3pd%,adjt,wab,AdjEM-KP,AdjO-KP,AdjD-KP,AdjT-KP,Luck-KP,AdjEM-SOS-KP,AdjO-SOS-KP,AdjD-SOS-KP,AdjEM-NCSOS-KP
Old Dominion,2008,17,0,NoTourney,105.5,100,48.3,47.8,20.1,21.6,38.1,34.3,27.2,30.3,47.3,45.6,33.5,34.6,64.5,-6.5,4.9,106.5,101.6,63,-0.034,0.83,102.8,102,5.29
Northern Iowa,2008,17,0,NoTourney,104.5,99.7,50,47,19.8,16.8,25.3,28.2,43.6,30.3,49.6,42.4,33.9,36.4,61,-4.8,4.62,105.9,101.3,59.2,0.041,3.86,104.9,101,-3.31
Portland St.,2008,16,0,R64,106.7,101.9,54.4,50.6,20.8,21.4,34.1,31.7,37.8,34.9,50.8,49.7,39.7,34.8,68.1,-3.4,5.4,108.6,103.2,66.3,0.062,-3.5,102.7,106.2,3.95
Utah St.,2008,17,0,NoTourney,112.3,107.2,57.4,50,21.4,17.6,34.1,32.1,36.9,28.9,56.3,47.5,40.1,36.6,64.8,-4.6,5.7,114.6,108.9,62.9,0.038,-3.25,101.8,105,-3.06
Michigan,2008,17,0,NoTourney,102.1,97.6,45.8,51.5,19.9,21,33.7,35,28.4,27.5,45.2,48.4,31.2,38,66.3,-8.2,2.7,104.4,101.7,64.1,-0.037,9.46,107.9,98.5,4.56
Penn St.,2008,17,0,NoTourney,106.5,101.8,48.3,51.9,19.7,20.7,36.3,32.6,32.1,29.1,46.7,50.8,34,35.7,65.4,-4.2,3.48,107.7,104.2,63.5,0.03,6.66,106.2,99.6,-4.8
Valparaiso,2008,17,0,NoTourney,105.9,101.5,52.9,49.6,19.7,18.6,27.3,29.7,34.6,38.1,49.8,48,38,35,67.4,-4.7,4.7,107.9,103.2,65.7,0.049,2.15,104.3,102.1,0.35
Auburn,2008,17,0,NoTourney,108.6,104.7,52.5,55.8,20,22.2,31.9,32.5,31.5,28.1,53.5,55.4,34,37.5,67.2,-6.2,1.92,109.8,107.8,65.1,0.008,3.75,105.7,101.9,-8.97
North Texas,2008,17,0,NoTourney,104.5,100.8,51.9,48.9,21.7,19.8,35.3,29.7,40.6,39,48.8,47.6,39.5,34.2,69.9,-6.1,3.11,105.9,102.8,68,-0.024,-3.74,102.8,106.6,-1.79
Rider,2008,17,0,NoTourney,106.2,102.5,54.8,49.1,20,19.8,34.5,30.7,38.2,30.6,52.8,47.5,39.6,34.4,70.5,-4.5,4.62,108.2,103.6,68.7,0.01,-3.33,101.7,105.1,-3.96
Indiana St.,2008,17,0,NoTourney,103.9,100.4,47.6,51.2,19.9,21.7,30.9,33.4,36.6,41.2,46.9,50.5,32.4,35.1,66.1,-5.6,3.2,105.9,102.7,64.3,0.041,6.27,106.9,100.6,2.21
Iowa,2008,17,0,NoTourney,97,93.7,50,46.4,26.1,19.1,29.7,29,36,30.3,48.3,44.5,34.7,33.2,61.1,-7.5,2.01,98.8,96.8,58.8,-0.023,4.88,106.3,101.4,-7.2
North Dakota St.,2008,17,0,NoTourney,104.9,101.4,51.9,49.4,20,18.6,33.6,28,40.1,36.7,48.9,48,39.4,35.8,69,-7.4,2.88,107,104.1,67,-0.065,-2.23,103.5,105.8,1.44
Marshall,2008,17,0,NoTourney,105.1,101.6,47.1,50.9,20,21.8,37.1,33,43.5,38.9,47.2,49.6,31.3,35.6,64.7,-6.4,2.56,106.2,103.6,62.9,-0.007,1.62,103.6,102,-1.85
Cornell,2008,14,0,R64,107.4,103.8,55.4,49.1,19.9,20.9,28.6,31.3,33.8,34.6,52.5,46.3,40.4,36.5,69.8,-1.2,4.41,110.1,105.7,67.9,0.086,-6.93,99.1,106,-3.59
UC Santa Barbara,2008,17,0,NoTourney,99.5,96.1,52,49.8,21,26.8,27.6,33.8,34.6,42.2,47.3,51.5,40.7,31.3,67.1,-2.6,4.93,102.3,97.3,65.2,0.062,-3.76,102.4,106.1,-3.52
Boise St.,2008,14,0,R64,105.8,102.4,57.1,50.3,21.2,19.5,30.4,29.4,39.7,33.6,56.2,49.1,39.2,35.2,72.9,-2.4,3.89,108.7,104.8,70.7,0.085,-2.64,103.3,105.9,-3.36
Robert Morris,2008,17,0,NoTourney,101.5,98.9,53,50,23.3,26.1,35.2,31.8,27.7,39.1,51.2,52,37.5,31.2,70.7,-3,2.27,103.3,101.1,69,0.076,-7.01,99.5,106.5,-3.12
Cal St. Northridge,2008,17,0,NoTourney,100.2,97.6,52.2,47.8,21.5,24.5,31.8,31.5,32.6,51.1,50.3,48.8,37.3,30.8,74.1,-4.7,3.43,102.2,98.7,72.2,0.023,-3.53,102.5,106,-1.94
Georgia Southern,2008,17,0,NoTourney,104,101.4,49.9,50.3,19.9,22.2,37.1,33,34.3,41.2,49.1,48.7,34.5,35.5,70.6,-5.4,3.82,106,102.2,69,0.019,-0.34,104.1,104.4,3.83
Sam Houston St.,2008,17,0,NoTourney,95.5,93.1,47.7,44.4,22.7,22.6,33.9,27.9,39,38,48.1,43.3,31.3,31.3,68.8,-4.3,2.7,96.5,93.8,67.6,0.022,-5.37,99.5,104.9,-2.6
St. John's,2008,17,0,NoTourney,96.3,93.9,45.8,49.5,22.9,21.5,32.7,30.6,35,40.3,44.1,48.6,33.3,34.3,66.1,-7,2.44,98.6,96.2,63.9,-0.011,8.27,108.1,99.9,-1.57
UMBC,2008,15,0,R64,110.2,107.7,51.9,50.8,13.6,17.7,31.8,33.6,33.5,28.4,49,49,38.4,36.1,66,-3,3.86,113.2,109.3,63.7,0.057,-4.31,100.7,105,2.68
Air Force,2008,17,0,NoTourney,98.7,96.5,52.1,48.7,21.5,23,19.4,30.5,45.5,35.4,48.7,44.4,37.5,36.1,58.5,-6.2,1.18,100.9,99.7,56.3,-0.007,0.17,102.8,102.6,-10.09
La Salle,2008,17,0,NoTourney,106.5,104.3,51.1,51.9,22.5,19.4,36,31.1,37.3,33.5,46.7,51.8,39.6,34.7,70.6,-8.2,1.93,107.4,105.5,68.9,-0.004,3.33,105.6,102.3,-2.17
Richmond,2008,17,0,NoTourney,99.3,97.2,50.6,50.6,21.8,25.3,25.8,34,30.1,45.2,49.1,50.3,35.2,34.2,64.2,-5.5,1.48,101.4,99.9,61.5,0.103,3.46,106.2,102.7,-2.06
Brown,2008,17,0,NoTourney,106.1,103.9,55.8,51.2,20.5,20.2,24.3,30.3,47.1,25.9,52.1,49.9,40.8,35.5,63.1,-4.3,3.07,108.9,105.8,61.1,0.042,-4.49,102.1,106.6,0.79
Wichita St.,2008,17,0,NoTourney,102.8,100.9,47.3,50.6,22.7,19,37.3,27,37.2,35.8,47.9,45.6,30.8,39,62.6,-10.9,1.41,104.3,102.8,60.5,-0.07,3.82,105.8,102,-2.09
Green Bay,2008,17,0,NoTourney,105.1,103.2,51.1,50.2,20.3,19.6,31.5,34.4,35.5,36.6,49.6,48.4,36.7,35.5,67.4,-6.5,2.02,107.1,105.1,65.4,0.019,2.27,104.7,102.4,2.54
Oakland,2008,17,0,NoTourney,109.9,107.9,49.2,53.9,19.4,21,41.3,35.2,41.4,34.8,47.2,52.3,36,38.1,69.3,-7.4,2.39,111.7,109.3,67.1,-0.016,-0.33,104.6,104.9,6.76
Belmont,2008,15,0,R64,105.7,103.9,53.2,51.9,20.4,22.4,33.5,30.5,33.8,35.6,52.1,51.9,36.3,34.6,71.2,-3.5,3.53,109.7,106.2,68.6,0.075,-5.21,100.9,106.1,0.51
Niagara,2008,17,0,NoTourney,104.9,103.2,47,48.7,18.2,21.3,36.9,36.6,44.7,35.7,46.5,48.7,31.8,32.4,71.2,-5.1,2.92,106.7,103.7,69.9,0.025,-2.32,102.8,105.1,0.21
Pacific,2008,17,0,NoTourney,105.2,103.6,56.1,50.3,22.6,20.1,32.2,27.8,44,36.8,53.8,48.5,40,35.5,65.6,-5.3,2.36,107.1,104.7,63.7,0.046,-4.38,101.2,105.6,-3.77
Fordham,2008,17,0,NoTourney,101.8,100.4,48.7,50.9,20.2,20.7,31,34.1,36.1,34,48.9,50,32.2,35.5,63.6,-7.9,0.69,103.2,102.5,61.8,-0.029,5.01,106.6,101.6,-1.06
Northeastern,2008,17,0,NoTourney,100.7,99.4,46.7,49.5,20.7,22,34.8,33.1,36.4,34.1,46.6,49,31.3,33.8,63.6,-9.3,1.42,103.2,101.7,61.4,-0.043,0.95,103.5,102.5,7.7
Saint Louis,2008,17,0,NoTourney,98.9,97.6,48.9,48.6,20.4,18,23.8,28.2,36.2,31.3,46.5,45.6,35.9,36.4,60.8,-5.7,0.95,100.9,100,58.4,0.067,4.19,106.4,102.2,-1.53
Marist,2008,17,0,NoTourney,103.6,102.6,51.7,47.4,20.3,18.1,33.5,32.7,36,36.9,48.6,46.1,37.8,33.5,65.4,-7.6,1.92,106.3,104.4,63.3,0.018,-0.41,103.4,103.8,4
Appalachian St.,2008,17,0,NoTourney,103.8,102.9,54.5,47.8,22.3,18.6,31.2,33.7,36,31.1,52.5,45.2,38.5,35.1,67.3,-6.6,2.41,105.8,103.4,65.3,0.003,-0.75,103.6,104.4,1.15
Northern Arizona,2008,17,0,NoTourney,103.6,102.8,54.6,50.1,22.5,20.3,30,27.8,46.7,37.9,52.7,46,39,37.8,68.1,-5.6,1.43,105.6,104.2,66.2,0.048,-4.7,101.6,106.3,-0.79
American,2008,15,0,R64,105.3,104.5,52.2,47.7,22.5,19.7,32.9,30,41.3,38.9,46.2,45,40.8,35,62.7,-5.8,1.67,107.9,106.3,60.4,0.045,-4.23,99.9,104.1,-2.17
Santa Clara,2008,17,0,NoTourney,98.1,97.5,54.1,48.2,26.2,20,29.9,28.9,37.2,33.4,52,44.7,38.8,36.6,61.7,-8.6,1.34,100.9,99.6,59.7,-0.065,-0.53,103.3,103.9,0.59
UNC Wilmington,2008,17,0,NoTourney,106,105.7,53.7,49.7,22.4,18,33.9,31.9,32.5,31.9,53.3,48.7,36.2,34.4,68.8,-6.6,0.35,108.2,107.9,66.5,0.06,-2.79,101.4,104.2,-5.62
Milwaukee,2008,17,0,NoTourney,98.8,98.8,44.8,50.5,18.4,19.4,32.1,28.5,35.6,36.5,44,49.8,30.8,34.8,69.4,-8.1,-0.26,100.7,100.9,67,0.035,2.19,104.3,102.2,4.1
UC Irvine,2008,17,0,NoTourney,102.3,102.3,51.7,53.4,19.2,22,26.6,28.1,34,37.5,50,52.3,36.5,36.8,64.7,-9.6,0.48,104.2,103.8,62.8,-0.028,-2.21,102.3,104.5,0.57
Tulane,2008,17,0,NoTourney,99.7,99.8,48.9,46.9,22.5,20.4,31.4,35.9,43.5,37.8,48.8,45.1,32.7,33.5,65.5,-6.4,-0.13,102.1,102.2,63.5,0.074,1.68,104.3,102.6,-1.87
Lamar,2008,17,0,NoTourney,106.6,106.8,52.5,53.9,20.3,25.7,32.6,34.6,36.6,38.7,50.1,52.8,37.8,37.7,71.3,-6.7,0.56,108.1,107.6,69.9,-0.003,-4.57,99.1,103.7,1.45
Chattanooga,2008,17,0,NoTourney,99.3,99.7,51.6,50,25,20,35.2,28.8,46.7,29.4,53.1,48.2,32.9,34.6,73.9,-6.2,0.89,102.4,101.5,72,0.049,0.07,104.3,104.2,5.82
George Washington,2008,17,0,NoTourney,99.4,99.9,47.2,49.5,22.8,20.1,35,34.4,31.1,38.2,46.1,48.6,32.8,33.8,65.5,-8.4,-1.1,100.9,102,63.4,-0.057,5.51,107.4,101.9,-0.23
College of Charleston,2008,17,0,NoTourney,103.8,104.4,52.7,49.8,20.3,17.7,31,32.8,27.3,26.6,52.1,48.6,35.6,34.9,67.9,-9.5,-0.21,106.7,106.9,65.8,-0.024,-1.06,103.9,104.9,3.37
Austin Peay,2008,15,0,R64,102.2,102.8,51.7,54.2,18.3,24.3,30.2,32.7,44.3,32.7,48.4,53,38.2,37.4,67.2,-5.3,-0.3,104.6,104.9,65.5,0.086,-6.35,102.5,108.8,5.19
Middle Tennessee,2008,17,0,NoTourney,102.7,103.6,51.6,51.7,22,20.5,29.9,31,41.4,46.4,50.5,51.3,36.1,34.9,64.1,-7.9,-0.16,104.9,105.1,62.1,0.065,-0.54,104.6,105.1,3.67
Loyola MD,2008,17,0,NoTourney,105,105.9,50.3,48.3,21.2,18.2,35.9,34.4,39.1,43.6,47.1,47.1,36.8,33.7,67.7,-7.4,0.08,108.1,108,64.7,0.052,-3.03,101.9,104.9,-3.35
TCU,2008,17,0,NoTourney,99,100.2,46.3,52.4,20.5,24.3,32.5,29.4,35,36.9,42.6,51.5,35.3,35.9,69,-7.9,-1.87,100.7,102.5,66.7,-0.018,0.09,101.9,101.8,-13.31
Holy Cross,2008,17,0,NoTourney,99.3,100.7,48.6,48,25.8,22.6,41.3,33,40.5,42.8,48.6,43.6,32.4,36.8,61.3,-9.1,-1.03,101.3,102.3,59.6,-0.014,-2.88,101.5,104.4,-0.82
Northwestern,2008,17,0,NoTourney,103.7,105.4,51.5,56.8,18.5,24.4,20.6,37.9,23.8,39.3,49,55.8,36.4,38.8,62.9,-10,-3.2,105.3,108.5,61,-0.059,8.25,107.4,99.1,-3.39
Rutgers,2008,17,0,NoTourney,94.8,96.4,44.8,47.7,22.5,18.8,31.9,34.4,34.7,27.4,43.4,44.6,31.8,37.1,66.6,-8.4,-2.52,96.2,98.8,64.6,0.022,5.88,106.7,100.8,-8.11
Albany,2008,17,0,NoTourney,101.6,103.5,49,49.4,21.5,19,36.5,25.3,36.1,41,47.7,46.8,34.5,36,65.3,-10.6,-1.82,103.1,104.9,63.4,-0.063,-5.85,100.2,106.1,-2.33
Morgan St.,2008,17,0,NoTourney,97,98.9,47.4,45.7,19.5,22,37.7,30.6,37.6,43.2,46.9,44.3,32.6,33.4,66.6,-5.8,-1.01,100,101,64.7,0.015,-9.48,98.3,107.7,1.01
UNC Asheville,2008,17,0,NoTourney,104.5,106.6,53.8,49.8,19.5,16.3,30.6,31.2,37.8,22.5,53.7,46,35.9,37.5,66.7,-3.9,-1.21,107.2,108.4,64.4,0.1,-5.78,101.1,106.9,-1.34
Eastern Michigan,2008,17,0,NoTourney,103.1,105.3,50.3,50.8,23.1,21.3,34.7,34,40.4,40.6,47.3,49.1,35.9,36.1,64.3,-10.4,-2.48,104.7,107.2,62.4,0,-1.21,103.1,104.3,-1.79
Vermont,2008,17,0,NoTourney,99.3,101.6,50.9,47.3,21.4,20.8,33.5,31.3,37.3,41.5,49.9,44.2,35.5,36.3,70.4,-10.5,-1.73,101,102.7,68.8,-0.055,-5.82,101.4,107.2,-3.43
Buffalo,2008,17,0,NoTourney,99.2,101.5,45.7,50.1,22.4,22.4,37.6,33.9,30.7,49.6,44.7,49.9,32.2,33.8,73.2,-13,-2.46,100.6,103.1,71.2,-0.104,0.96,103.7,102.8,-2.09
Wyoming,2008,17,0,NoTourney,99.6,102,49.3,48.5,24.4,17,29.6,30.7,45.1,35.9,50.3,47,31.6,34.2,70.5,-10.3,-3.32,100.8,104.1,68.6,-0.018,2.35,104.3,102,-2.74
Central Michigan,2008,17,0,NoTourney,102.3,104.9,49.2,51.4,22.6,24.6,35,36,38.8,60.5,48.4,50.9,33.7,35.3,69.3,-9.5,-2.06,103.1,105.2,67.9,0.082,2.54,104.3,101.8,7.64
New Orleans,2008,17,0,NoTourney,102.6,105.4,49.5,51.7,17.5,21.7,29.4,32.6,36.8,40.3,48.4,49.6,34.8,37.2,69.8,-7.7,-2.07,104.7,106.7,68.2,0.048,-3.36,101.8,105.2,-5.63
Weber St.,2008,17,0,NoTourney,97.8,100.5,51.7,50.2,24.2,20.8,29,27.6,44.9,38.3,49.5,46.8,37,37.2,65.5,-9.2,-2.72,99.6,102.4,63.9,0.012,-5.06,102,107,0.04
UT Arlington,2008,16,0,R64,100.1,103,52.3,47.5,24,20.7,31.9,31,41.4,38.8,52.5,46.6,34.6,32.6,70.3,-7,-2.31,101.3,103.6,68.6,0.045,-4.81,99.5,104.3,-5.9
Elon,2008,17,0,NoTourney,95.8,98.6,47.6,49.2,20.6,20.8,30,32.6,28.4,40.5,47.7,49.1,31.6,33.1,63.9,-11.4,-2.63,98,100.6,61.8,0.001,0.21,104.3,104.1,4.35
Fresno St.,2008,17,0,NoTourney,96.5,99.4,48.4,49.1,17,19.5,23.4,29.3,29,30.3,46.6,48.2,34,34.1,68.9,-12.5,-3.02,98.8,101.8,66.6,-0.096,-2.72,103.1,105.8,-2.46
East Tennessee St.,2008,17,0,NoTourney,101.8,104.9,50.9,51.2,21.4,23.6,33.8,37.2,36.3,37.7,50,50.2,35.1,34.9,72.8,-7.3,-1.38,103.9,105.3,71.3,0.066,-3.07,102,105.1,3.82
William & Mary,2008,17,0,NoTourney,98.6,101.7,48.7,49,21.1,22.4,29.7,35.5,31,35.4,46.7,48.2,34.1,33.5,63.1,-9.4,-2.99,100.3,103.3,61.4,0.053,-1.04,102.2,103.2,-2.13
Gardner Webb,2008,17,0,NoTourney,100.2,103.4,51,47.5,20.9,20.1,30.7,35,35.9,43.9,49.3,48.2,35.8,30.7,72.5,-10.1,-2.97,103.6,106.6,70.1,-0.037,-5.49,100.4,105.9,1.9
High Point,2008,17,0,NoTourney,101.2,104.6,52.1,48.8,21,19.9,33.3,33.2,26.6,35.4,50.4,47.4,36.5,34.5,63.7,-9.6,-2.76,103.3,106,61.9,-0.077,-6.36,100.5,106.8,-2.78
Lipscomb,2008,17,0,NoTourney,98.3,101.7,50.1,48.6,21.1,20.1,31.9,29.6,41,38.6,48.8,45.5,35.1,35.9,68.5,-11.7,-3.59,101.3,104.9,66.2,-0.077,-6.32,99.8,106.1,-2.59
Lafayette,2008,17,0,NoTourney,104,107.7,53.2,50.2,23.6,24.2,34.2,38.2,41.9,41.2,47.9,48.1,39.7,36.4,70.5,-10.2,-2.64,106.5,109.2,68.6,-0.036,-4.88,99.2,104.1,-4.96
Loyola Chicago,2008,17,0,NoTourney,98.3,101.9,44.5,51,19.8,21.1,33.7,33.2,32.2,35.9,45.4,48.4,28.2,37.2,62.1,-11.7,-3.88,100.1,104,60.3,0.037,2.28,104.3,102,1.49
Louisiana Lafayette,2008,17,0,NoTourney,95.8,99.4,47.7,47.9,22.2,23.3,33.9,37.3,38.8,45,46,46.2,33.6,35.2,65.5,-9.4,-3.42,97.6,101,63.5,0.035,-2.34,103.4,105.8,2.16
Colgate,2008,17,0,NoTourney,96.4,100,49.9,47,24.3,22.2,33.5,35.3,37.9,35.4,46.8,45,38.2,33.8,65.8,-9.2,-3.2,98.1,101.3,63.9,0.038,-5.71,100.2,105.9,-6.27
Montana,2008,17,0,NoTourney,104.8,108.8,54.4,51.2,19.4,18,28.2,31,33.6,36.4,51.9,50,38.8,36.1,64,-10.9,-3.52,106.9,110.4,62.2,-0.08,-3.97,101.9,105.8,2.41
Murray St.,2008,17,0,NoTourney,102,105.9,54.3,49.7,21.5,20.1,32.7,32.6,37.2,41.8,53,48.5,38.4,34.5,65.7,-9.5,-3.97,104.3,108.3,63.8,-0.023,-8.8,100.8,109.6,4.03
Navy,2008,17,0,NoTourney,99.6,103.8,48.3,48.2,21.1,24.2,32.6,34.9,34.5,43,44.9,48.1,35.1,32.2,75.3,-10.9,-3.92,101.5,105.4,73.3,-0.069,-8.48,97.3,105.7,-11.64
St. Bonaventure,2008,17,0,NoTourney,103.8,108.4,48.5,52.9,21.4,19.5,31,33.4,34.9,32.8,46.8,51.8,34.2,36.2,67,-14,-5.58,104.7,110.2,64.8,-0.058,2.25,104.7,102.5,-3.98
Central Connecticut,2008,17,0,NoTourney,102.5,107.1,51.8,52,21,19.6,36.3,33.4,28.9,22.4,50.9,50,35.7,37.1,64.6,-12.4,-3.96,104.3,108.3,62.5,-0.07,-6.62,100.5,107.1,-3.13
Hofstra,2008,17,0,NoTourney,96.3,101.2,48,47.1,23.6,18.9,33.9,30.6,35,38.7,47.3,45.6,33.3,33.4,69,-12.5,-5.17,97.9,103,67.2,-0.001,-2.29,101.5,103.7,-1.97
Florida Atlantic,2008,17,0,NoTourney,100.7,105.8,51.1,51.6,22.8,19.8,30.8,29.5,53.4,37.5,49,50.2,37.4,35.9,70.6,-11.7,-5.88,102.7,108.6,68.6,0.029,-4.02,101.2,105.2,-5.96
Fairfield,2008,17,0,NoTourney,103.1,108.3,50,52.2,21.2,19.4,36.7,36.2,37.8,35.5,46.2,49.2,38.1,38.1,62.7,-10,-4.97,105.2,110.1,60.5,0.073,-1.15,103.1,104.3,2.24
East Carolina,2008,17,0,NoTourney,102.8,108.2,48.6,50.5,21.2,19.8,31.8,39.8,40.8,42.8,43.1,49,38.3,36.2,67.2,-11.8,-6.08,103.8,109.9,65.2,-0.036,1.09,103.5,102.5,-3.11
Wofford,2008,17,0,NoTourney,103.2,108.6,49.2,52.9,19.4,17.3,31.9,32,38.4,32.2,45.1,52.3,37.5,36.1,63.4,-8.2,-4.05,106.7,110.8,61.2,0.034,1.17,104,102.9,11.09
Sacred Heart,2008,17,0,NoTourney,99.1,104.4,50.2,50.1,20.4,23.7,30.8,35.6,27.9,40.8,49.6,49.5,34.2,34.2,70.3,-9.9,-4.74,101.7,106.4,67.9,0.043,-6.52,100.1,106.6,-2.31
Bowling Green,2008,17,0,NoTourney,98.5,103.8,48.6,46.7,23,18.7,33.9,36.3,35,38.1,49.1,46.3,31.6,31.7,65.6,-10.1,-4.3,100.5,104.8,63.7,0.05,0.84,103.9,103.1,-0.86
Boston University,2008,17,0,NoTourney,95.6,100.8,47.3,50.2,21.6,22.4,31,31.8,32.8,42,45.4,50.6,33.3,33,65.1,-12,-6.08,97.2,103.3,63.1,0.01,-4.37,101.9,106.3,0.53
Youngstown St.,2008,17,0,NoTourney,96.4,101.7,48,52.5,21.4,20.5,25.6,30.5,34.9,34.6,47.2,51.9,33.2,35.8,69.8,-12.9,-5.88,97.9,103.8,67.2,0.013,3.76,105.2,101.4,5.45
Evansville,2008,17,0,NoTourney,95.6,100.9,46.8,52.5,22,21.4,28.8,32.4,38.4,39.3,42.6,51.1,38.9,36.5,64.8,-12.4,-5.47,98.8,104.3,62.8,-0.044,3.48,105.6,102.2,-7.24
Delaware,2008,17,0,NoTourney,96.4,101.8,46.1,49.3,20.8,22.3,27.6,35.5,40.2,35.3,45.5,49.1,31.4,33.1,66.6,-10.9,-4.57,97.7,102.3,64.9,0.056,-0.86,101.7,102.6,1.63
Southeastern Louisiana,2008,17,0,NoTourney,94.2,99.6,49.7,46.4,24.9,21.6,31.4,31.9,42.3,36.6,49.4,44.9,33.6,33.4,66,-8.5,-4.59,95.9,100.5,64.1,0.002,-4.98,99.5,104.5,-0.17
James Madison,2008,17,0,NoTourney,101.8,107.6,51,54,23.6,23.3,36.6,35.5,40.7,39.5,49.9,53.4,35.9,36.9,70.6,-11.9,-5.33,103.9,109.3,68.6,-0.029,-3.45,101.6,105,-8.35
Southern Utah,2008,17,0,NoTourney,100.5,106.4,50.4,53.9,23.8,21.9,35,30.9,46.1,42.4,51,51.2,32.2,39.5,66.8,-12.9,-5.82,102.2,108,64.7,0.027,-1.39,104.2,105.6,1.64
LIU Brooklyn,2008,17,0,NoTourney,98.6,104.6,46.1,49.8,18.6,20.2,35.3,30.4,39.2,28,44.7,50.9,32.3,31.5,70.9,-11.3,-5.17,100.6,105.8,69.4,-0.024,-7.44,99.4,106.8,-6.9
Binghamton,2008,17,0,NoTourney,97.8,103.8,48.6,50.4,20.9,22.1,34.8,35.1,31.3,40,47.8,50.1,33.5,33.9,64.5,-11.8,-5.89,100,105.9,62.3,-0.018,-5.84,101.5,107.4,-3.08
Liberty,2008,17,0,NoTourney,100.9,107.2,54.7,51.3,20.5,19.8,26.2,31.2,30.7,35,54.2,51.6,36.8,33.7,64.3,-11.5,-4.55,103.6,108.2,62.3,-0.063,-6.02,101.8,107.8,-3.33
Hampton,2008,17,0,NoTourney,91.8,97.6,46.1,44.3,24.7,25.5,38.5,37,46.3,37.8,45.5,44.7,31.5,28.9,69,-7.6,-5.15,94.4,99.6,66.5,0.012,-9.14,97.6,106.8,2.03
Alabama St.,2008,17,0,NoTourney,100.1,106.5,50.8,46.3,19.4,17.9,34.6,30.3,32.5,38.5,49.9,43.7,35.1,35,65.7,-7.2,-4.55,102,106.5,64.3,-0.034,-13.98,94.8,108.8,5.71
Utah Valley,2008,17,0,NoTourney,102.1,108.7,52.1,50.7,21,21,32.7,34.1,31.7,34,49.6,49.1,37.5,35.5,62.8,-10,-5.22,105,110.2,60.6,-0.045,-6.71,100.2,107,-0.53
Hawaii,2008,17,0,NoTourney,100.8,107.2,49,53.2,20.2,23.5,31,37.7,34.9,45.9,48.7,51.1,33.2,39.1,68.7,-13.3,-7.02,102.2,109.2,66.8,-0.054,-3.48,101.6,105.1,-4.96
Jacksonville,2008,17,0,NoTourney,100.7,107.2,49,51.5,23.5,22.9,38,35.5,43.2,36.7,49.5,51.9,32,34,67.8,-7.3,-5.02,102.1,107.1,66.1,0.089,-5.98,100,106,5.48
Iona,2008,17,0,NoTourney,93.7,99.9,48.6,49.3,24.6,23.8,34.8,34,33.9,47,49.3,46.6,31.4,35.7,68.2,-13.4,-5.7,95.2,100.9,66.3,-0.026,-2.49,103,105.5,-0.45
Ball St.,2008,17,0,NoTourney,94.4,100.7,44,52.7,18.7,21.7,29.9,30.5,35.4,33.2,44,48.7,29.5,39.6,63,-16.5,-7.21,95.7,102.9,61.1,-0.048,1.36,104.1,102.7,4.12
Tennessee St.,2008,17,0,NoTourney,102.6,109.5,53,55.3,19.6,22.7,31.2,32.6,32.1,45.8,51.5,54.6,36.9,37.6,70.6,-12.1,-6.76,104.1,110.8,68.6,-0.019,-6.32,102.1,108.4,10.98
Manhattan,2008,17,0,NoTourney,100.4,107.2,48.3,53.8,19.8,21.8,32.6,32.8,38.5,43.4,45.9,51.8,35.4,38.7,67.9,-14.6,-7.41,101.8,109.3,66,-0.061,-4.72,100.6,105.4,-8.85
Toledo,2008,17,0,NoTourney,92.2,98.4,45.4,52,24,25.5,29.8,37.9,37.6,32.4,45.3,52.5,30.3,34.1,66.2,-10.4,-5.85,94.1,99.9,64.3,0.084,3.89,106,102.1,7.92
Wagner,2008,17,0,NoTourney,95.1,102,49.2,47.1,21.8,19.9,36.6,30.4,36.2,34.2,50.2,46,31.3,32.6,69.7,-4.5,-6.44,97.1,103.6,67.4,0.226,-8.81,99.5,108.3,-7.79
Oregon St.,2008,17,0,NoTourney,93.9,100.8,41.7,52.6,18,19.3,33.1,32.9,27.1,39.8,40.9,51.4,28.9,36.9,67,-12.7,-7.91,95.3,103.3,65.1,-0.051,7.87,108.7,100.8,-11.14
Towson,2008,17,0,NoTourney,97.7,105.1,47,50.4,17.6,20.6,28.7,32.6,30,36.3,45.5,48.4,32.9,35.9,67,-12.7,-7.45,99.2,106.7,65.5,0.039,-2.97,101.4,104.4,-4.45
Western Carolina,2008,17,0,NoTourney,96.7,104,46.3,51.6,22.2,22,36.4,33.9,24.2,42.8,42.7,51.6,34.8,34.4,65.8,-14.1,-7.58,98.6,106.1,63.3,-0.04,-0.5,104.1,104.6,1.44
Yale,2008,17,0,NoTourney,98.1,105.6,50.8,52.5,22.2,21.8,30.5,30.7,36,40,50.5,50.6,34.2,37.6,67.4,-9.5,-7.15,99.9,107.1,65.4,0.019,-4.77,101.4,106.2,1.17
Denver,2008,17,0,NoTourney,96.1,103.6,53.7,50.9,25.1,22.6,22.3,35,38.1,40.4,55,50.4,34.7,34.8,57.4,-13.5,-7.16,98.4,105.5,55.2,-0.042,-1.93,102.9,104.8,-0.58
